,accession,hit_id,hit_def,expect,score,positives,gaps
1216,1954,gnl|BL_ORD_ID|1954,"YGL171W ROK1 SGDID:S000003139, Chr VII from 182390-184084, Genome Release 64-3-1, Verified ORF, ""RNA-dependent ATPase; involved in pre-rRNA processing at sites A0, A1, and A2, and in control of cell cycle progression; contains two upstream open reading frames (uORFs) in 5' untranslated region which regulate translation""",8.9493e-42,385.0,189,17
839,1954,gnl|BL_ORD_ID|1954,"YGL171W ROK1 SGDID:S000003139, Chr VII from 182390-184084, Genome Release 64-3-1, Verified ORF, ""RNA-dependent ATPase; involved in pre-rRNA processing at sites A0, A1, and A2, and in control of cell cycle progression; contains two upstream open reading frames (uORFs) in 5' untranslated region which regulate translation""",8.9493e-42,385.0,189,17
289,1154,gnl|BL_ORD_ID|1154,"YDR243C PRP28 SGDID:S000002651, Chr IV from 950284-948518, Genome Release 64-3-1, reverse complement, Verified ORF, ""Pre-mRNA splicing factor; RNA binding protein involved in RNA isomerization at the 5' splice site and for exchange of U6 for U1 snRNA at the 5' splice site; similar to the RNA helicases of the DEAD-box family""",9.5047e-40,384.0,199,66
259,1154,gnl|BL_ORD_ID|1154,"YDR243C PRP28 SGDID:S000002651, Chr IV from 950284-948518, Genome Release 64-3-1, reverse complement, Verified ORF, ""Pre-mRNA splicing factor; RNA binding protein involved in RNA isomerization at the 5' splice site and for exchange of U6 for U1 snRNA at the 5' splice site; similar to the RNA helicases of the DEAD-box family""",9.5047e-40,384.0,199,66
233,1804,gnl|BL_ORD_ID|1804,"YFL002C SPB4 SGDID:S000001894, Chr VI from 146934-145114, Genome Release 64-3-1, reverse complement, Verified ORF, ""Putative ATP-dependent RNA helicase; nucleolar protein required for synthesis of 60S ribosomal subunits at a late step in the pathway; sediments with 66S pre-ribosomes in sucrose gradients""",2.61601e-39,384.0,196,41
685,1804,gnl|BL_ORD_ID|1804,"YFL002C SPB4 SGDID:S000001894, Chr VI from 146934-145114, Genome Release 64-3-1, reverse complement, Verified ORF, ""Putative ATP-dependent RNA helicase; nucleolar protein required for synthesis of 60S ribosomal subunits at a late step in the pathway; sediments with 66S pre-ribosomes in sucrose gradients""",1.47082e-39,383.0,177,37
110,3098,gnl|BL_ORD_ID|3098,"YJL033W HCA4 SGDID:S000003570, Chr X from 383837-386149, Genome Release 64-3-1, Verified ORF, ""DEAD box RNA helicase; component of the SSU; interacts with Bfr2p and Enp2p; high-copy number suppression of a U14 snoRNA processing mutant suggests an involvement in 18S rRNA synthesis""",2.82457e-40,383.0,166,21
1053,4951,gnl|BL_ORD_ID|4951,"YNR038W DBP6 SGDID:S000005321, Chr XIV from 695595-697484, Genome Release 64-3-1, Verified ORF, ""Essential protein involved in ribosome biogenesis; putative ATP-dependent RNA helicase of the DEAD-box protein family; human homolog DDX51 complements yeast dbp6 mutant""",9.26325e-39,382.0,275,98
313,4951,gnl|BL_ORD_ID|4951,"YNR038W DBP6 SGDID:S000005321, Chr XIV from 695595-697484, Genome Release 64-3-1, Verified ORF, ""Essential protein involved in ribosome biogenesis; putative ATP-dependent RNA helicase of the DEAD-box protein family; human homolog DDX51 complements yeast dbp6 mutant""",1.05392e-38,382.0,281,108
592,1804,gnl|BL_ORD_ID|1804,"YFL002C SPB4 SGDID:S000001894, Chr VI from 146934-145114, Genome Release 64-3-1, reverse complement, Verified ORF, ""Putative ATP-dependent RNA helicase; nucleolar protein required for synthesis of 60S ribosomal subunits at a late step in the pathway; sediments with 66S pre-ribosomes in sucrose gradients""",2.28409e-38,380.0,174,22
959,4951,gnl|BL_ORD_ID|4951,"YNR038W DBP6 SGDID:S000005321, Chr XIV from 695595-697484, Genome Release 64-3-1, Verified ORF, ""Essential protein involved in ribosome biogenesis; putative ATP-dependent RNA helicase of the DEAD-box protein family; human homolog DDX51 complements yeast dbp6 mutant""",8.94707e-39,380.0,187,47
1186,2992,gnl|BL_ORD_ID|2992,"YJL138C TIF2 SGDID:S000003674, Chr X from 154691-153504, Genome Release 64-3-1, reverse complement, Verified ORF, ""Translation initiation factor eIF4A; DEAD-box RNA helicase that couples ATPase activity to mRNA binding and unwinding; ATP hydrolysis accelerates the recruitment of mRNA during 48S preinitiation complex (PIC) assembly; ATPase activity stimulated by either eIF4G1 or by the PIC in an eIF3g and eIFGi subunit-dependent manner, independent of eIF4E and eIF4G; subunit of the mRNA cap-binding protein complex (eIF4F) with eIF4E and eIF4G; protein abundance increases in response to DNA replication stress""",5.13833e-41,378.0,193,7
369,347,gnl|BL_ORD_ID|347,"YBR142W MAK5 SGDID:S000000346, Chr II from 528317-530638, Genome Release 64-3-1, Verified ORF, ""Essential nucleolar protein; putative DEAD-box RNA helicase required for maintenance of M1 dsRNA virus; involved in biogenesis of large (60S) ribosomal subunits""",4.39394e-38,378.0,194,77
556,763,gnl|BL_ORD_ID|763,"YDL160C DHH1 SGDID:S000002319, Chr IV from 171930-170410, Genome Release 64-3-1, reverse complement, Verified ORF, ""Cytoplasmic DEAD-box helicase and mRNA decapping activator; interacts with decapping and deadenylase complexes to coordinate mRNA decapping and decay; regulates general translational repression; translational activator of select mRNAs during filamentous growth, mating and autophagy; cooperates with Ngr1p to promote specific mRNA decay; ATP- and RNA-bound form promotes processing body assembly, while ATPase stimulation by Not1p promotes disassembly; forms cytoplasmic foci on replication stress""",5.5281e-39,378.0,172,27
1185,3551,gnl|BL_ORD_ID|3551,"YKR059W TIF1 SGDID:S000001767, Chr XI from 554987-556174, Genome Release 64-3-1, Verified ORF, ""Translation initiation factor eIF4A; DEAD-box RNA helicase that couples ATPase activity to mRNA binding and unwinding; ATP hydrolysis accelerates the recruitment of mRNA during 48S preinitiation complex (PIC) assembly; ATPase activity stimulated by either eIF4G1 or by the PIC in an eIF3g and eIFGi subunit-dependent manner, independent of eIF4E and eIF4G; subunit of the mRNA cap-binding protein complex (eIF4F) with eIF4E and eIF4G; protein abundance increases in response to DNA replication stress""",5.13833e-41,378.0,193,7
686,3519,gnl|BL_ORD_ID|3519,"YKR024C DBP7 SGDID:S000001732, Chr XI from 487372-485144, Genome Release 64-3-1, reverse complement, Verified ORF, ""Putative ATP-dependent RNA helicase of the DEAD-box family; involved in ribosomal biogenesis; required at post-transcriptional step for efficient retrotransposition; essential for growth under anaerobic conditions""",3.24327e-38,376.0,197,76
396,1954,gnl|BL_ORD_ID|1954,"YGL171W ROK1 SGDID:S000003139, Chr VII from 182390-184084, Genome Release 64-3-1, Verified ORF, ""RNA-dependent ATPase; involved in pre-rRNA processing at sites A0, A1, and A2, and in control of cell cycle progression; contains two upstream open reading frames (uORFs) in 5' untranslated region which regulate translation""",1.51806e-40,376.0,177,12
534,3519,gnl|BL_ORD_ID|3519,"YKR024C DBP7 SGDID:S000001732, Chr XI from 487372-485144, Genome Release 64-3-1, reverse complement, Verified ORF, ""Putative ATP-dependent RNA helicase of the DEAD-box family; involved in ribosomal biogenesis; required at post-transcriptional step for efficient retrotransposition; essential for growth under anaerobic conditions""",6.90068e-38,375.0,182,70
960,1105,gnl|BL_ORD_ID|1105,"YDR194C MSS116 SGDID:S000002602, Chr IV from 847946-845952, Genome Release 64-3-1, reverse complement, Verified ORF, ""Mitochondrial transcription elongation factor; DEAD-box protein; required for efficient splicing of mitochondrial Group I and II introns; non-polar RNA helicase that also facilities strand annealing; promotes RNA folding by stabilizing an early assembly intermediate""",5.61578e-38,375.0,196,34
480,3519,gnl|BL_ORD_ID|3519,"YKR024C DBP7 SGDID:S000001732, Chr XI from 487372-485144, Genome Release 64-3-1, reverse complement, Verified ORF, ""Putative ATP-dependent RNA helicase of the DEAD-box family; involved in ribosomal biogenesis; required at post-transcriptional step for efficient retrotransposition; essential for growth under anaerobic conditions""",2.44878e-38,374.0,183,70
87,3519,gnl|BL_ORD_ID|3519,"YKR024C DBP7 SGDID:S000001732, Chr XI from 487372-485144, Genome Release 64-3-1, reverse complement, Verified ORF, ""Putative ATP-dependent RNA helicase of the DEAD-box family; involved in ribosomal biogenesis; required at post-transcriptional step for efficient retrotransposition; essential for growth under anaerobic conditions""",2.44878e-38,374.0,183,70
204,1954,gnl|BL_ORD_ID|1954,"YGL171W ROK1 SGDID:S000003139, Chr VII from 182390-184084, Genome Release 64-3-1, Verified ORF, ""RNA-dependent ATPase; involved in pre-rRNA processing at sites A0, A1, and A2, and in control of cell cycle progression; contains two upstream open reading frames (uORFs) in 5' untranslated region which regulate translation""",3.38249e-38,374.0,175,16
958,2992,gnl|BL_ORD_ID|2992,"YJL138C TIF2 SGDID:S000003674, Chr X from 154691-153504, Genome Release 64-3-1, reverse complement, Verified ORF, ""Translation initiation factor eIF4A; DEAD-box RNA helicase that couples ATPase activity to mRNA binding and unwinding; ATP hydrolysis accelerates the recruitment of mRNA during 48S preinitiation complex (PIC) assembly; ATPase activity stimulated by either eIF4G1 or by the PIC in an eIF3g and eIFGi subunit-dependent manner, independent of eIF4E and eIF4G; subunit of the mRNA cap-binding protein complex (eIF4F) with eIF4E and eIF4G; protein abundance increases in response to DNA replication stress""",2.31522e-39,374.0,168,12
957,3551,gnl|BL_ORD_ID|3551,"YKR059W TIF1 SGDID:S000001767, Chr XI from 554987-556174, Genome Release 64-3-1, Verified ORF, ""Translation initiation factor eIF4A; DEAD-box RNA helicase that couples ATPase activity to mRNA binding and unwinding; ATP hydrolysis accelerates the recruitment of mRNA during 48S preinitiation complex (PIC) assembly; ATPase activity stimulated by either eIF4G1 or by the PIC in an eIF3g and eIFGi subunit-dependent manner, independent of eIF4E and eIF4G; subunit of the mRNA cap-binding protein complex (eIF4F) with eIF4E and eIF4G; protein abundance increases in response to DNA replication stress""",2.31522e-39,374.0,168,12
142,3519,gnl|BL_ORD_ID|3519,"YKR024C DBP7 SGDID:S000001732, Chr XI from 487372-485144, Genome Release 64-3-1, reverse complement, Verified ORF, ""Putative ATP-dependent RNA helicase of the DEAD-box family; involved in ribosomal biogenesis; required at post-transcriptional step for efficient retrotransposition; essential for growth under anaerobic conditions""",2.68474e-38,373.0,183,70
453,3519,gnl|BL_ORD_ID|3519,"YKR024C DBP7 SGDID:S000001732, Chr XI from 487372-485144, Genome Release 64-3-1, reverse complement, Verified ORF, ""Putative ATP-dependent RNA helicase of the DEAD-box family; involved in ribosomal biogenesis; required at post-transcriptional step for efficient retrotransposition; essential for growth under anaerobic conditions""",2.97646e-38,373.0,183,70
1130,3519,gnl|BL_ORD_ID|3519,"YKR024C DBP7 SGDID:S000001732, Chr XI from 487372-485144, Genome Release 64-3-1, reverse complement, Verified ORF, ""Putative ATP-dependent RNA helicase of the DEAD-box family; involved in ribosomal biogenesis; required at post-transcriptional step for efficient retrotransposition; essential for growth under anaerobic conditions""",1.78485e-37,373.0,188,85
426,3519,gnl|BL_ORD_ID|3519,"YKR024C DBP7 SGDID:S000001732, Chr XI from 487372-485144, Genome Release 64-3-1, reverse complement, Verified ORF, ""Putative ATP-dependent RNA helicase of the DEAD-box family; involved in ribosomal biogenesis; required at post-transcriptional step for efficient retrotransposition; essential for growth under anaerobic conditions""",2.97646e-38,373.0,183,70
176,3519,gnl|BL_ORD_ID|3519,"YKR024C DBP7 SGDID:S000001732, Chr XI from 487372-485144, Genome Release 64-3-1, reverse complement, Verified ORF, ""Putative ATP-dependent RNA helicase of the DEAD-box family; involved in ribosomal biogenesis; required at post-transcriptional step for efficient retrotransposition; essential for growth under anaerobic conditions""",2.97646e-38,373.0,183,70
507,3519,gnl|BL_ORD_ID|3519,"YKR024C DBP7 SGDID:S000001732, Chr XI from 487372-485144, Genome Release 64-3-1, reverse complement, Verified ORF, ""Putative ATP-dependent RNA helicase of the DEAD-box family; involved in ribosomal biogenesis; required at post-transcriptional step for efficient retrotransposition; essential for growth under anaerobic conditions""",2.68474e-38,373.0,183,70
206,347,gnl|BL_ORD_ID|347,"YBR142W MAK5 SGDID:S000000346, Chr II from 528317-530638, Genome Release 64-3-1, Verified ORF, ""Essential nucleolar protein; putative DEAD-box RNA helicase required for maintenance of M1 dsRNA virus; involved in biogenesis of large (60S) ribosomal subunits""",3.50236e-37,372.0,186,74
1187,1804,gnl|BL_ORD_ID|1804,"YFL002C SPB4 SGDID:S000001894, Chr VI from 146934-145114, Genome Release 64-3-1, reverse complement, Verified ORF, ""Putative ATP-dependent RNA helicase; nucleolar protein required for synthesis of 60S ribosomal subunits at a late step in the pathway; sediments with 66S pre-ribosomes in sucrose gradients""",8.32655e-39,372.0,201,78
630,4951,gnl|BL_ORD_ID|4951,"YNR038W DBP6 SGDID:S000005321, Chr XIV from 695595-697484, Genome Release 64-3-1, Verified ORF, ""Essential protein involved in ribosome biogenesis; putative ATP-dependent RNA helicase of the DEAD-box protein family; human homolog DDX51 complements yeast dbp6 mutant""",9.68721e-39,371.0,180,47
593,3519,gnl|BL_ORD_ID|3519,"YKR024C DBP7 SGDID:S000001732, Chr XI from 487372-485144, Genome Release 64-3-1, reverse complement, Verified ORF, ""Putative ATP-dependent RNA helicase of the DEAD-box family; involved in ribosomal biogenesis; required at post-transcriptional step for efficient retrotransposition; essential for growth under anaerobic conditions""",1.13412e-36,370.0,199,76
557,837,gnl|BL_ORD_ID|837,"YDL084W SUB2 SGDID:S000002242, Chr IV from 305237-306577, Genome Release 64-3-1, Verified ORF, ""Component of the TREX complex required for nuclear mRNA export; member of the DEAD-box RNA helicase superfamily and is involved in early and late steps of spliceosome assembly; homolog of the human splicing factor hUAP56; relocalizes from nucleus to cytoplasm upon DNA replication stress""",2.47494e-38,369.0,198,35
536,1105,gnl|BL_ORD_ID|1105,"YDR194C MSS116 SGDID:S000002602, Chr IV from 847946-845952, Genome Release 64-3-1, reverse complement, Verified ORF, ""Mitochondrial transcription elongation factor; DEAD-box protein; required for efficient splicing of mitochondrial Group I and II introns; non-polar RNA helicase that also facilities strand annealing; promotes RNA folding by stabilizing an early assembly intermediate""",3.33773e-37,368.0,197,38
535,1804,gnl|BL_ORD_ID|1804,"YFL002C SPB4 SGDID:S000001894, Chr VI from 146934-145114, Genome Release 64-3-1, reverse complement, Verified ORF, ""Putative ATP-dependent RNA helicase; nucleolar protein required for synthesis of 60S ribosomal subunits at a late step in the pathway; sediments with 66S pre-ribosomes in sucrose gradients""",2.35938e-37,367.0,190,32
894,1154,gnl|BL_ORD_ID|1154,"YDR243C PRP28 SGDID:S000002651, Chr IV from 950284-948518, Genome Release 64-3-1, reverse complement, Verified ORF, ""Pre-mRNA splicing factor; RNA binding protein involved in RNA isomerization at the 5' splice site and for exchange of U6 for U1 snRNA at the 5' splice site; similar to the RNA helicases of the DEAD-box family""",7.5455e-39,366.0,188,35
45,4805,gnl|BL_ORD_ID|4805,"YNL112W DBP2 SGDID:S000005056, Chr XIV from 413639-414911,415914-416281, Genome Release 64-3-1, Verified ORF, ""ATP-dependent RNA helicase of the DEAD-box protein family; has strong preference for dsRNA; remodels RNA-protein complex (RNP) to facilitate efficient transcription termination ; required for assembly of Yra1p, Nab2p and Mex67p onto mRNA and formation of nuclear mRNP; involved in mRNA decay and rRNA processing; may be involved in suppression of transcription from cryptic initiation sites""",7.08283e-39,366.0,177,26
397,1105,gnl|BL_ORD_ID|1105,"YDR194C MSS116 SGDID:S000002602, Chr IV from 847946-845952, Genome Release 64-3-1, reverse complement, Verified ORF, ""Mitochondrial transcription elongation factor; DEAD-box protein; required for efficient splicing of mitochondrial Group I and II introns; non-polar RNA helicase that also facilities strand annealing; promotes RNA folding by stabilizing an early assembly intermediate""",7.66477e-39,366.0,193,43
177,1804,gnl|BL_ORD_ID|1804,"YFL002C SPB4 SGDID:S000001894, Chr VI from 146934-145114, Genome Release 64-3-1, reverse complement, Verified ORF, ""Putative ATP-dependent RNA helicase; nucleolar protein required for synthesis of 60S ribosomal subunits at a late step in the pathway; sediments with 66S pre-ribosomes in sucrose gradients""",1.06261e-37,366.0,190,32
921,1154,gnl|BL_ORD_ID|1154,"YDR243C PRP28 SGDID:S000002651, Chr IV from 950284-948518, Genome Release 64-3-1, reverse complement, Verified ORF, ""Pre-mRNA splicing factor; RNA binding protein involved in RNA isomerization at the 5' splice site and for exchange of U6 for U1 snRNA at the 5' splice site; similar to the RNA helicases of the DEAD-box family""",7.5455e-39,366.0,188,35
509,1105,gnl|BL_ORD_ID|1105,"YDR194C MSS116 SGDID:S000002602, Chr IV from 847946-845952, Genome Release 64-3-1, reverse complement, Verified ORF, ""Mitochondrial transcription elongation factor; DEAD-box protein; required for efficient splicing of mitochondrial Group I and II introns; non-polar RNA helicase that also facilities strand annealing; promotes RNA folding by stabilizing an early assembly intermediate""",1.41728e-37,366.0,197,38
178,1105,gnl|BL_ORD_ID|1105,"YDR194C MSS116 SGDID:S000002602, Chr IV from 847946-845952, Genome Release 64-3-1, reverse complement, Verified ORF, ""Mitochondrial transcription elongation factor; DEAD-box protein; required for efficient splicing of mitochondrial Group I and II introns; non-polar RNA helicase that also facilities strand annealing; promotes RNA folding by stabilizing an early assembly intermediate""",1.77281e-37,366.0,197,38
143,1804,gnl|BL_ORD_ID|1804,"YFL002C SPB4 SGDID:S000001894, Chr VI from 146934-145114, Genome Release 64-3-1, reverse complement, Verified ORF, ""Putative ATP-dependent RNA helicase; nucleolar protein required for synthesis of 60S ribosomal subunits at a late step in the pathway; sediments with 66S pre-ribosomes in sucrose gradients""",9.87116e-38,366.0,190,32
867,1154,gnl|BL_ORD_ID|1154,"YDR243C PRP28 SGDID:S000002651, Chr IV from 950284-948518, Genome Release 64-3-1, reverse complement, Verified ORF, ""Pre-mRNA splicing factor; RNA binding protein involved in RNA isomerization at the 5' splice site and for exchange of U6 for U1 snRNA at the 5' splice site; similar to the RNA helicases of the DEAD-box family""",7.5455e-39,366.0,188,35
1155,2992,gnl|BL_ORD_ID|2992,"YJL138C TIF2 SGDID:S000003674, Chr X from 154691-153504, Genome Release 64-3-1, reverse complement, Verified ORF, ""Translation initiation factor eIF4A; DEAD-box RNA helicase that couples ATPase activity to mRNA binding and unwinding; ATP hydrolysis accelerates the recruitment of mRNA during 48S preinitiation complex (PIC) assembly; ATPase activity stimulated by either eIF4G1 or by the PIC in an eIF3g and eIFGi subunit-dependent manner, independent of eIF4E and eIF4G; subunit of the mRNA cap-binding protein complex (eIF4F) with eIF4E and eIF4G; protein abundance increases in response to DNA replication stress""",9.72252e-39,366.0,171,25
455,1105,gnl|BL_ORD_ID|1105,"YDR194C MSS116 SGDID:S000002602, Chr IV from 847946-845952, Genome Release 64-3-1, reverse complement, Verified ORF, ""Mitochondrial transcription elongation factor; DEAD-box protein; required for efficient splicing of mitochondrial Group I and II introns; non-polar RNA helicase that also facilities strand annealing; promotes RNA folding by stabilizing an early assembly intermediate""",1.77281e-37,366.0,197,38
88,1804,gnl|BL_ORD_ID|1804,"YFL002C SPB4 SGDID:S000001894, Chr VI from 146934-145114, Genome Release 64-3-1, reverse complement, Verified ORF, ""Putative ATP-dependent RNA helicase; nucleolar protein required for synthesis of 60S ribosomal subunits at a late step in the pathway; sediments with 66S pre-ribosomes in sucrose gradients""",1.01334e-37,366.0,190,32
454,1804,gnl|BL_ORD_ID|1804,"YFL002C SPB4 SGDID:S000001894, Chr VI from 146934-145114, Genome Release 64-3-1, reverse complement, Verified ORF, ""Putative ATP-dependent RNA helicase; nucleolar protein required for synthesis of 60S ribosomal subunits at a late step in the pathway; sediments with 66S pre-ribosomes in sucrose gradients""",1.06261e-37,366.0,190,32
482,1105,gnl|BL_ORD_ID|1105,"YDR194C MSS116 SGDID:S000002602, Chr IV from 847946-845952, Genome Release 64-3-1, reverse complement, Verified ORF, ""Mitochondrial transcription elongation factor; DEAD-box protein; required for efficient splicing of mitochondrial Group I and II introns; non-polar RNA helicase that also facilities strand annealing; promotes RNA folding by stabilizing an early assembly intermediate""",1.58406e-37,366.0,197,38
1154,3551,gnl|BL_ORD_ID|3551,"YKR059W TIF1 SGDID:S000001767, Chr XI from 554987-556174, Genome Release 64-3-1, Verified ORF, ""Translation initiation factor eIF4A; DEAD-box RNA helicase that couples ATPase activity to mRNA binding and unwinding; ATP hydrolysis accelerates the recruitment of mRNA during 48S preinitiation complex (PIC) assembly; ATPase activity stimulated by either eIF4G1 or by the PIC in an eIF3g and eIFGi subunit-dependent manner, independent of eIF4E and eIF4G; subunit of the mRNA cap-binding protein complex (eIF4F) with eIF4E and eIF4G; protein abundance increases in response to DNA replication stress""",9.72252e-39,366.0,171,25
144,1105,gnl|BL_ORD_ID|1105,"YDR194C MSS116 SGDID:S000002602, Chr IV from 847946-845952, Genome Release 64-3-1, reverse complement, Verified ORF, ""Mitochondrial transcription elongation factor; DEAD-box protein; required for efficient splicing of mitochondrial Group I and II introns; non-polar RNA helicase that also facilities strand annealing; promotes RNA folding by stabilizing an early assembly intermediate""",1.41728e-37,366.0,197,38
481,1804,gnl|BL_ORD_ID|1804,"YFL002C SPB4 SGDID:S000001894, Chr VI from 146934-145114, Genome Release 64-3-1, reverse complement, Verified ORF, ""Putative ATP-dependent RNA helicase; nucleolar protein required for synthesis of 60S ribosomal subunits at a late step in the pathway; sediments with 66S pre-ribosomes in sucrose gradients""",1.01334e-37,366.0,190,32
428,1105,gnl|BL_ORD_ID|1105,"YDR194C MSS116 SGDID:S000002602, Chr IV from 847946-845952, Genome Release 64-3-1, reverse complement, Verified ORF, ""Mitochondrial transcription elongation factor; DEAD-box protein; required for efficient splicing of mitochondrial Group I and II introns; non-polar RNA helicase that also facilities strand annealing; promotes RNA folding by stabilizing an early assembly intermediate""",1.77281e-37,366.0,197,38
508,1804,gnl|BL_ORD_ID|1804,"YFL002C SPB4 SGDID:S000001894, Chr VI from 146934-145114, Genome Release 64-3-1, reverse complement, Verified ORF, ""Putative ATP-dependent RNA helicase; nucleolar protein required for synthesis of 60S ribosomal subunits at a late step in the pathway; sediments with 66S pre-ribosomes in sucrose gradients""",9.87116e-38,366.0,190,32
89,1105,gnl|BL_ORD_ID|1105,"YDR194C MSS116 SGDID:S000002602, Chr IV from 847946-845952, Genome Release 64-3-1, reverse complement, Verified ORF, ""Mitochondrial transcription elongation factor; DEAD-box protein; required for efficient splicing of mitochondrial Group I and II introns; non-polar RNA helicase that also facilities strand annealing; promotes RNA folding by stabilizing an early assembly intermediate""",1.58406e-37,366.0,197,38
427,1804,gnl|BL_ORD_ID|1804,"YFL002C SPB4 SGDID:S000001894, Chr VI from 146934-145114, Genome Release 64-3-1, reverse complement, Verified ORF, ""Putative ATP-dependent RNA helicase; nucleolar protein required for synthesis of 60S ribosomal subunits at a late step in the pathway; sediments with 66S pre-ribosomes in sucrose gradients""",1.06261e-37,366.0,190,32
205,837,gnl|BL_ORD_ID|837,"YDL084W SUB2 SGDID:S000002242, Chr IV from 305237-306577, Genome Release 64-3-1, Verified ORF, ""Component of the TREX complex required for nuclear mRNA export; member of the DEAD-box RNA helicase superfamily and is involved in early and late steps of spliceosome assembly; homolog of the human splicing factor hUAP56; relocalizes from nucleus to cytoplasm upon DNA replication stress""",9.09579e-38,365.0,178,20
290,3551,gnl|BL_ORD_ID|3551,"YKR059W TIF1 SGDID:S000001767, Chr XI from 554987-556174, Genome Release 64-3-1, Verified ORF, ""Translation initiation factor eIF4A; DEAD-box RNA helicase that couples ATPase activity to mRNA binding and unwinding; ATP hydrolysis accelerates the recruitment of mRNA during 48S preinitiation complex (PIC) assembly; ATPase activity stimulated by either eIF4G1 or by the PIC in an eIF3g and eIFGi subunit-dependent manner, independent of eIF4E and eIF4G; subunit of the mRNA cap-binding protein complex (eIF4F) with eIF4E and eIF4G; protein abundance increases in response to DNA replication stress""",2.29076e-38,364.0,176,20
261,2992,gnl|BL_ORD_ID|2992,"YJL138C TIF2 SGDID:S000003674, Chr X from 154691-153504, Genome Release 64-3-1, reverse complement, Verified ORF, ""Translation initiation factor eIF4A; DEAD-box RNA helicase that couples ATPase activity to mRNA binding and unwinding; ATP hydrolysis accelerates the recruitment of mRNA during 48S preinitiation complex (PIC) assembly; ATPase activity stimulated by either eIF4G1 or by the PIC in an eIF3g and eIFGi subunit-dependent manner, independent of eIF4E and eIF4G; subunit of the mRNA cap-binding protein complex (eIF4F) with eIF4E and eIF4G; protein abundance increases in response to DNA replication stress""",2.29076e-38,364.0,176,20
260,3551,gnl|BL_ORD_ID|3551,"YKR059W TIF1 SGDID:S000001767, Chr XI from 554987-556174, Genome Release 64-3-1, Verified ORF, ""Translation initiation factor eIF4A; DEAD-box RNA helicase that couples ATPase activity to mRNA binding and unwinding; ATP hydrolysis accelerates the recruitment of mRNA during 48S preinitiation complex (PIC) assembly; ATPase activity stimulated by either eIF4G1 or by the PIC in an eIF3g and eIFGi subunit-dependent manner, independent of eIF4E and eIF4G; subunit of the mRNA cap-binding protein complex (eIF4F) with eIF4E and eIF4G; protein abundance increases in response to DNA replication stress""",2.29076e-38,364.0,176,20
291,2992,gnl|BL_ORD_ID|2992,"YJL138C TIF2 SGDID:S000003674, Chr X from 154691-153504, Genome Release 64-3-1, reverse complement, Verified ORF, ""Translation initiation factor eIF4A; DEAD-box RNA helicase that couples ATPase activity to mRNA binding and unwinding; ATP hydrolysis accelerates the recruitment of mRNA during 48S preinitiation complex (PIC) assembly; ATPase activity stimulated by either eIF4G1 or by the PIC in an eIF3g and eIFGi subunit-dependent manner, independent of eIF4E and eIF4G; subunit of the mRNA cap-binding protein complex (eIF4F) with eIF4E and eIF4G; protein abundance increases in response to DNA replication stress""",2.29076e-38,364.0,176,20
558,347,gnl|BL_ORD_ID|347,"YBR142W MAK5 SGDID:S000000346, Chr II from 528317-530638, Genome Release 64-3-1, Verified ORF, ""Essential nucleolar protein; putative DEAD-box RNA helicase required for maintenance of M1 dsRNA virus; involved in biogenesis of large (60S) ribosomal subunits""",4.0387e-36,363.0,194,74
234,347,gnl|BL_ORD_ID|347,"YBR142W MAK5 SGDID:S000000346, Chr II from 528317-530638, Genome Release 64-3-1, Verified ORF, ""Essential nucleolar protein; putative DEAD-box RNA helicase required for maintenance of M1 dsRNA virus; involved in biogenesis of large (60S) ribosomal subunits""",5.0992e-36,362.0,195,81
112,1954,gnl|BL_ORD_ID|1954,"YGL171W ROK1 SGDID:S000003139, Chr VII from 182390-184084, Genome Release 64-3-1, Verified ORF, ""RNA-dependent ATPase; involved in pre-rRNA processing at sites A0, A1, and A2, and in control of cell cycle progression; contains two upstream open reading frames (uORFs) in 5' untranslated region which regulate translation""",4.43019e-38,362.0,170,23
985,837,gnl|BL_ORD_ID|837,"YDL084W SUB2 SGDID:S000002242, Chr IV from 305237-306577, Genome Release 64-3-1, Verified ORF, ""Component of the TREX complex required for nuclear mRNA export; member of the DEAD-box RNA helicase superfamily and is involved in early and late steps of spliceosome assembly; homolog of the human splicing factor hUAP56; relocalizes from nucleus to cytoplasm upon DNA replication stress""",7.30131e-38,362.0,190,33
1102,1804,gnl|BL_ORD_ID|1804,"YFL002C SPB4 SGDID:S000001894, Chr VI from 146934-145114, Genome Release 64-3-1, reverse complement, Verified ORF, ""Putative ATP-dependent RNA helicase; nucleolar protein required for synthesis of 60S ribosomal subunits at a late step in the pathway; sediments with 66S pre-ribosomes in sucrose gradients""",3.40322e-36,361.0,176,27
111,5206,gnl|BL_ORD_ID|5206,"YOR046C DBP5 SGDID:S000005572, Chr XV from 415907-414459, Genome Release 64-3-1, reverse complement, Verified ORF, ""Cytoplasmic ATP-dependent RNA helicase of the DEAD-box family; involved in mRNA export from the nucleus, remodeling messenger ribonucleoprotein particles (mRNPs), with ATPase activity stimulated by Gle1p, IP6 and Nup159p; involved in translation termination along with Sup45p (eRF1); role in the cellular response to heat stress""",2.58905e-38,361.0,166,25
